Device,Max Clients,Unique Clients,Building
Wainani H 362B Temp,2,2,Wainani
Frear D 507C Temp,4,4,Frear
Frear D 207C Temp,4,8,Frear
Frear D 707C Temp,3,3,Frear
Noelani E Store,0,3,Noelani
Lokelani 1058 Temp,4,5,Lokelani
Lehua 1012 Temp,2,3,Lehua
HA Cafe Display Test,0,0,Hale Aloha Cafe
Hale Aloha-Cafeteria Storage,0,0,Hale Aloha Cafe
Frear D 1007C Temp,3,3,Frear
Lehua 408 Temp,3,4,Lehua
Frear D 1201C,0,0,Frear
Frear D 601C,4,6,Frear
Frear D 807C Temp,1,1,Frear
Frear D 801C,3,4,Frear
Frear Closet install 1 TEMP (NO SIMP),0,0,Frear
Sinclair ACM 193,0,0,Sinclair Library
Laulima 311T,4,4,Hale Laulima
Frear D 607C Temp,2,2,Mokihana
Sinclair ACM 191A,0,0,Sinclair Library
Sinclair ACM 193A,0,1,Sinclair Library
Sinclair ACM 192,2,2,Sinclair Library
Sinclair ACM B03 Makai,0,0,Sinclair Library
Sinclair ACM 194,1,4,Sinclair Library
Sinclair ACM B08D,0,0,Sinclair Library
Sinclair ACM B08 DH,0,0,Sinclair Library
Kennedy ECB Outdoor,2,14,Kennedy
Crawford ECB Outdoor,0,4,Architecture-Hawaii Hall Outdoor Lawn
Architecture_outdoor,0,1,Architecture-Hawaii Hall Outdoor Lawn
Sodexo Gateway Office AP,0,0,Gateway
Spalding 256,1,1,Spalding Hall
Moore 328,1,1,Moore Hall
Moore 316,0,0,Moore Hall
Moore 323 Hallway,0,0,Moore Hall
Moore 460 Hallway,0,0,Moore Hall
Moore 370 Hallway,0,0,Moore Hall
Moore 453 Hallway,0,0,Moore Hall
Moore 483 Hallway,0,0,Moore Hall
Moore 308,0,0,Moore Hall
Moore 323,0,0,Moore Hall
Moore 251,0,3,Moore Hall
Moore 386 Hallway,1,1,Moore Hall
Moore 426,0,0,Moore Hall
Moore 428,0,0,Moore Hall
Moore 455 Hallway,0,0,Moore Hall
Moore 416,0,0,Moore Hall
Moore 319,0,0,Moore Hall
Moore 107,0,0,Moore Hall
Moore 560 Hallway,0,0,Moore Hall
Moore 155B,1,1,Moore Hall
Moore 470,0,0,Moore Hall
Moore 325,0,0,Moore Hall
Moore 372 Hallway,1,1,Moore Hall
Moore 225,0,0,Moore Hall
Moore 153B,0,2,Moore Hall
Moore 152,0,1,Moore Hall
Moore 153A,2,3,Moore Hall
Moore 262,0,0,Moore Hall
Moore 103,0,0,Moore Hall
Moore 331 Hallway,0,0,Moore Hall
Moore 553 Hallway,0,0,Moore Hall
Moore 104 Hallway,0,0,Moore Hall
Moore 321 Hallway,0,0,Moore Hall
Moore 109,0,0,Moore Hall
Moore 162,0,0,Moore Hall
Moore 370,0,0,Moore Hall
Moore 575 Hallway,0,0,Moore Hall
Moore 256 DH,0,0,Moore Hall
Moore 156,0,0,Moore Hall
Moore 360 Hallway,2,3,Moore Hall
Moore 302 Hallway,0,0,Moore Hall
Moore 573 Hallway,1,1,Moore Hall
Moore 115,0,0,Moore Hall
Moore 423 Makai,2,2,Moore Hall
Moore 326,0,0,Moore Hall
Moore 423 Mauka,1,2,Moore Hall
Moore 112,0,0,Moore Hall
Moore 256 Ewa,1,2,Moore Hall
Moore 253,2,5,Moore Hall
Moore 2ndFlIDF Makai,0,0,Moore Hall
Moore 572,0,0,Moore Hall
Moore 218 Hallway,0,0,Moore Hall
Moore 161,2,2,Moore Hall
Moore 258,0,0,Moore Hall
Moore 570,2,3,Moore Hall
Moore 481 Hallway,1,1,Moore Hall
Moore 496 Hallway,0,0,Moore Hall
Moore 417,1,1,Moore Hall
Moore 324,0,0,Moore Hall
Moore 493 Hallway,0,0,Moore Hall
Moore 102,0,0,Moore Hall
Moore 151,0,3,Moore Hall
Moore 569,0,0,Moore Hall
Moore 424,1,1,Moore Hall
Moore 117 DH,0,0,Moore Hall
Moore 564 Hallway,0,0,Moore Hall
Moore 119,0,0,Moore Hall
Moore 216,0,0,Moore Hall
Moore 264,0,0,Moore Hall
Moore 204,0,0,Moore Hall
Moore 228 Makai,0,0,Moore Hall
Moore 111,0,0,Moore Hall
Moore 117 Ewa,0,0,Moore Hall
Moore 202,0,0,Moore Hall
Moore 155A,1,1,Moore Hall
Moore 227,0,1,Moore Hall
Moore 423 Hallway,0,0,Moore Hall
Moore 259,0,0,Moore Hall
Moore 211 Hallway,0,0,Moore Hall
Moore 120,0,0,Moore Hall
Moore 203,0,0,Moore Hall
Moore 105,0,0,Moore Hall
Moore 224,0,0,Moore Hall
Moore 421 Hallway,0,0,Moore Hall
Moore 414 Hallway,1,1,Moore Hall
Moore 226,0,0,Moore Hall
Moore 207,0,0,Moore Hall
Moore 208A Hallway,0,0,Moore Hall
Moore 254,1,1,Moore Hall
Moore 394,0,0,Moore Hall
Moore 206,0,0,Moore Hall
Moore 228 Mauka,0,1,Moore Hall
Hamilton P3 456,0,0,Hamilton Library
Hamilton P1 003 - INS Commons Area,1,2,Hamilton Library
Hamilton P3 356 Makai,0,1,Hamilton Library
Hamilton P3 550,0,0,Hamilton Library
Hamilton P2 235 Hallway,0,0,Hamilton Library
Hamilton P2 112B,1,3,Hamilton Library
Hamilton P2 109A,0,0,Hamilton Library
Hamilton P3 A260 Mauka,0,0,Hamilton Library
Hamilton P2 504,0,0,Hamilton Library
Hamilton P3 553,0,0,Hamilton Library
Hamilton P3 356 Mauka,0,0,Hamilton Library
