Device,Max Clients,Unique Clients,Building
Frear Q 528B Tmp,6,8,Frear
Mokihana 1283 Tmp,5,21,Mokihana
Wainani I 1454A Tmp,8,8,Wainani
Hamilton P2 015 DH,1,2,Hamilton Library
Hamilton P2 015-Acquisitions Dept,2,4,Hamilton Library
Wainani F 1102LR Tmp,6,10,Wainani
Frear D 907C Tmp,2,2,Frear
Wainani H 362B Temp,0,0,Wainani
Frear D 507C Temp,7,9,Frear
Frear D 207C Temp,2,5,Frear
Frear D 707C Temp,2,2,Frear
Noelani E Store,7,25,Noelani
Lokelani 1058 Temp,8,8,Lokelani
Lehua 1012 Temp,2,3,Lehua
HA Cafe Display Test,3,3,Hale Aloha Cafe
Hale Aloha-Cafeteria Storage,0,0,Hale Aloha Cafe
Frear D 1007C Temp,3,6,Frear
Lehua 408 Temp,4,7,Lehua
Frear D 1201C,0,0,Frear
Frear D 601C,4,4,Frear
Frear D 807C Temp,4,5,Frear
Frear D 801C,3,4,Frear
Frear Closet install 1 TEMP (NO SIMP),0,0,Frear
Sinclair ACM 193,0,0,Sinclair Library
Laulima 311T,5,8,Hale Laulima
Frear D 607C Temp,5,11,Mokihana
Sinclair ACM 191A,1,2,Sinclair Library
Sinclair ACM 193A,0,2,Sinclair Library
Sinclair ACM 192,2,5,Sinclair Library
Sinclair ACM B03 Makai,0,0,Sinclair Library
Sinclair ACM 194,2,4,Sinclair Library
Sinclair ACM B08D,0,0,Sinclair Library
Sinclair ACM B08 DH,0,0,Sinclair Library
Kennedy ECB Outdoor,6,81,Kennedy
Crawford ECB Outdoor,1,34,Architecture-Hawaii Hall Outdoor Lawn
Architecture_outdoor,1,11,Architecture-Hawaii Hall Outdoor Lawn
Sodexo Gateway Office AP,1,24,Gateway
Spalding 256,7,14,Spalding Hall
Moore 328,1,5,Moore Hall
Moore 316,0,0,Moore Hall
Moore 323 Hallway,0,0,Moore Hall
Moore 460 Hallway,0,0,Moore Hall
Moore 370 Hallway,1,3,Moore Hall
Moore 453 Hallway,2,2,Moore Hall
Moore 483 Hallway,0,0,Moore Hall
Moore 308,0,0,Moore Hall
Moore 323,0,0,Moore Hall
Moore 251,4,20,Moore Hall
Moore 386 Hallway,2,3,Moore Hall
Moore 426,0,3,Moore Hall
Moore 310 Hallway,1,2,Moore Hall
Moore 352 Hallway,0,0,Moore Hall
