Device,Max Clients,Unique Clients,Building
Moore 457 Hallway,1,3,Moore Hall
Moore 585 Hallway,2,4,Moore Hall
Moore 464 Hallway,0,0,Moore Hall
Moore 432 Hallway,3,4,Moore Hall
Moore 365 Hallway,1,1,Moore Hall
Moore 570 Hallway,1,4,Moore Hall
Moore 428,2,5,Moore Hall
Moore 455 Hallway,0,2,Moore Hall
Moore 416,0,0,Moore Hall
Moore 319,0,1,Moore Hall
Moore 107,1,4,Moore Hall
Moore 560 Hallway,3,3,Moore Hall
Moore 155B,1,3,Moore Hall
Moore 470,2,2,Moore Hall
Moore 325,0,0,Moore Hall
Moore 372 Hallway,1,1,Moore Hall
Moore 225,0,3,Moore Hall
Moore 153B,2,11,Moore Hall
Moore 152,0,5,Moore Hall
Moore 153A,3,13,Moore Hall
Moore 262,0,0,Moore Hall
Moore 103,0,0,Moore Hall
Moore 331 Hallway,0,0,Moore Hall
Moore 553 Hallway,2,2,Moore Hall
Moore 104 Hallway,0,2,Moore Hall
Moore 321 Hallway,0,1,Moore Hall
Moore 109,0,2,Moore Hall
Moore 162,0,0,Moore Hall
Moore 370,0,0,Moore Hall
Moore 575 Hallway,2,2,Moore Hall
Moore 256 DH,0,6,Moore Hall
Moore 156,1,3,Moore Hall
Moore 360 Hallway,5,5,Moore Hall
Moore 302 Hallway,3,3,Moore Hall
Moore 573 Hallway,1,2,Moore Hall
Moore 115,0,0,Moore Hall
Moore 423 Makai,0,0,Moore Hall
Moore 326,0,0,Moore Hall
Moore 423 Mauka,0,1,Moore Hall
Moore 112,0,2,Moore Hall
Moore 256 Ewa,4,19,Moore Hall
Moore 253,1,8,Moore Hall
Moore 2ndFlIDF Makai,0,0,Moore Hall
Moore 572,2,2,Moore Hall
Moore 218 Hallway,0,0,Moore Hall
Moore 161,3,5,Moore Hall
Moore 258,0,1,Moore Hall
Moore 570,3,3,Moore Hall
Moore 481 Hallway,2,2,Moore Hall
Moore 496 Hallway,1,1,Moore Hall
Moore 417,1,1,Moore Hall
Moore 324,0,0,Moore Hall
Moore 493 Hallway,0,1,Moore Hall
Moore 102,0,1,Moore Hall
Moore 151,1,4,Moore Hall
Moore 569,3,3,Moore Hall
Moore 424,0,0,Moore Hall
Moore 117 DH,0,2,Moore Hall
Moore 564 Hallway,0,1,Moore Hall
Moore 119,0,1,Moore Hall
Moore 216,1,2,Moore Hall
Moore 264,0,1,Moore Hall
Moore 204,0,0,Moore Hall
Moore 228 Makai,0,6,Moore Hall
Moore 111,0,1,Moore Hall
Moore 117 Ewa,0,1,Moore Hall
Moore 202,0,0,Moore Hall
Moore 155A,1,5,Moore Hall
Moore 227,1,9,Moore Hall
Moore 423 Hallway,1,1,Moore Hall
Moore 259,2,3,Moore Hall
Moore 211 Hallway,1,1,Moore Hall
Moore 120,1,2,Moore Hall
Moore 203,0,1,Moore Hall
Moore 105,0,1,Moore Hall
Moore 224,1,1,Moore Hall
Moore 421 Hallway,0,1,Moore Hall
Moore 414 Hallway,2,2,Moore Hall
Moore 226,1,2,Moore Hall
Moore 207,0,1,Moore Hall
Moore 208A Hallway,2,3,Moore Hall
Moore 254,1,2,Moore Hall
Moore 394,3,4,Moore Hall
Moore 206,0,1,Moore Hall
Moore 228 Mauka,1,8,Moore Hall
Hamilton P3 456,0,0,Hamilton Library
Hamilton P1 003 - INS Commons Area,1,1,Hamilton Library
Hamilton P3 356 Makai,0,3,Hamilton Library
Hamilton P3 550,0,0,Hamilton Library
Hamilton P2 235 Hallway,0,0,Hamilton Library
Hamilton P2 112B,2,18,Hamilton Library
Hamilton P2 109A,0,9,Hamilton Library
Hamilton P3 A260 Mauka,0,0,Hamilton Library
Hamilton P2 504,1,2,Hamilton Library
Hamilton P3 553,0,0,Hamilton Library
Hamilton P3 356 Mauka,0,0,Hamilton Library
Hamilton P3 552 DH,2,2,Hamilton Library
Hamilton P3 354A DH,1,1,Hamilton Library
Hamilton P2 526,0,1,Hamilton Library
Hamilton P3 150A,1,4,Hamilton Library
Hamilton P3 A153,2,10,Hamilton Library
Hamilton P2 114A/113,1,8,Hamilton Library
Hamilton P3 Bridge,1,5,Hamilton Library
Hamilton P3 A260 Makai,0,0,Hamilton Library
Hamilton P3 456 Mauka,0,0,Hamilton Library
Hamilton P2 008I Hallway,0,0,Hamilton Library
Hamilton P2 401,1,1,Hamilton Library
Hamilton P3 456 Makai,0,4,Hamilton Library
Hamilton P3 454A DH,0,0,Hamilton Library
