Device,Max Clients,Unique Clients,Building
Hamilton P2 015 DH,0,0,Hamilton Library
Hamilton P2 015-Acquisitions Dept,1,3,Hamilton Library
Wainani F 1102LR Tmp,3,7,Wainani
Wainani H 362B Temp,0,0,Wainani
Frear D 507C Temp,7,8,Frear
Frear D 207C Temp,4,6,Frear
Frear D 707C Temp,3,4,Frear
Noelani E Store,5,10,Noelani
Lokelani 1058 Temp,7,7,Lokelani
Lehua 1012 Temp,2,4,Lehua
HA Cafe Display Test,2,2,Hale Aloha Cafe
Hale Aloha-Cafeteria Storage,1,2,Hale Aloha Cafe
Frear D 1007C Temp,1,1,Frear
Lehua 408 Temp,4,4,Lehua
Frear D 1201C,0,0,Frear
Frear D 601C,3,4,Frear
Frear D 807C Temp,2,5,Frear
Frear D 801C,4,5,Frear
Frear Closet install 1 TEMP (NO SIMP),0,0,Frear
Sinclair ACM 193,1,2,Sinclair Library
Laulima 311T,3,5,Hale Laulima
Frear D 607C Temp,4,8,Mokihana
Sinclair ACM 191A,3,3,Sinclair Library
Sinclair ACM 193A,0,2,Sinclair Library
Sinclair ACM 192,4,6,Sinclair Library
Sinclair ACM B03 Makai,0,0,Sinclair Library
Sinclair ACM 194,1,5,Sinclair Library
Sinclair ACM B08D,0,1,Sinclair Library
Sinclair ACM B08 DH,0,0,Sinclair Library
Kennedy ECB Outdoor,8,62,Kennedy
Crawford ECB Outdoor,3,27,Architecture-Hawaii Hall Outdoor Lawn
Architecture_outdoor,1,12,Architecture-Hawaii Hall Outdoor Lawn
Sodexo Gateway Office AP,0,2,Gateway
Spalding 256,3,7,Spalding Hall
Moore 328,0,7,Moore Hall
Moore 316,0,0,Moore Hall
Moore 323 Hallway,0,0,Moore Hall
Moore 460 Hallway,0,1,Moore Hall
Moore 370 Hallway,1,1,Moore Hall
Moore 453 Hallway,1,3,Moore Hall
Moore 483 Hallway,0,0,Moore Hall
Moore 308,0,0,Moore Hall
Moore 323,0,1,Moore Hall
Moore 251,2,16,Moore Hall
Moore 386 Hallway,0,0,Moore Hall
Moore 426,1,1,Moore Hall
Moore 310 Hallway,1,1,Moore Hall
Moore 352 Hallway,0,0,Moore Hall
Moore 393 Hallway,0,0,Moore Hall
Moore 383 Hallway,1,1,Moore Hall
Moore 402 Hallway,1,2,Moore Hall
Moore 257,0,3,Moore Hall
Moore 255 Hallway,0,1,Moore Hall
Moore 457 Hallway,2,3,Moore Hall
Moore 585 Hallway,4,5,Moore Hall
Moore 464 Hallway,1,1,Moore Hall
Moore 432 Hallway,5,7,Moore Hall
Moore 365 Hallway,1,1,Moore Hall
Moore 570 Hallway,1,6,Moore Hall
Moore 428,0,3,Moore Hall
Moore 455 Hallway,0,2,Moore Hall
Moore 416,0,1,Moore Hall
Moore 319,0,2,Moore Hall
Moore 107,1,6,Moore Hall
Moore 560 Hallway,2,2,Moore Hall
Moore 155B,2,4,Moore Hall
Moore 470,2,2,Moore Hall
Moore 325,0,0,Moore Hall
Moore 372 Hallway,1,1,Moore Hall
Moore 225,1,5,Moore Hall
Moore 153B,1,10,Moore Hall
Moore 152,1,5,Moore Hall
Moore 153A,3,12,Moore Hall
Moore 262,1,2,Moore Hall
Moore 103,0,2,Moore Hall
Moore 331 Hallway,0,0,Moore Hall
Moore 553 Hallway,1,2,Moore Hall
Moore 104 Hallway,1,3,Moore Hall
Moore 321 Hallway,0,0,Moore Hall
Moore 109,0,3,Moore Hall
Moore 162,2,5,Moore Hall
Moore 370,0,0,Moore Hall
Moore 575 Hallway,0,2,Moore Hall
Hamilton P2 508,0,1,Hamilton Library
Hamilton P2 014 Ewa,1,2,Hamilton Library
Hamilton 4th Fl Asia 20,0,0,Hamilton Library
Hamilton P1 002K,0,0,Hamilton Library
Hamilton P2 112,0,5,Hamilton Library
Hamilton P2 3rdFl-Freight Elevator,0,1,Hamilton Library
Hamilton P2 026,1,3,Hamilton Library
Hamilton P2 306 DH,1,1,Hamilton Library
Hamilton 4th Fl Asia 16,0,0,Hamilton Library
Hamilton P2 159 Mauka,5,10,Hamilton Library
Hamilton 4th Fl Asia 34,0,0,Hamilton Library
Hamilton P1 101 Hallway,4,14,Hamilton Library
Hamilton P2 217 Hallway,1,2,Hamilton Library
Hamilton P2 008 DH,0,0,Hamilton Library
Hamilton P1 159 Makai,3,11,Hamilton Library
Hamilton P1 003 Makai,1,2,Hamilton Library
Hamilton P1 006A GovDocs,2,2,Hamilton Library
Hamilton P2 008 Ewa,2,4,Hamilton Library
Hamilton P2 123,0,3,Hamilton Library
Hamilton P1 006 Ewa,1,2,Hamilton Library
Spalding 258A,0,1,Spalding Hall
Spalding 258,2,6,Spalding Hall
Edmondson 114,3,4,Edmondson Hall
Edmondson 112,3,3,Edmondson Hall
Edmondson 111,0,0,Edmondson Hall
Edmondson 3rd Fl Lanai,1,5,Edmondson Hall
Edmondson 1st Fl Lanai,1,32,Edmondson Hall
Edmondson 2nd Fl Lanai,0,10,Edmondson Hall
Edmondson 104,0,0,Edmondson Hall
Edmondson 101,1,2,Edmondson Hall
Edmondson 110,0,1,Edmondson Hall
Edmondson 103,1,2,Edmondson Hall
