Device,Max Clients,Unique Clients,Building
Mokihana 1283 Tmp,4,11,Mokihana
Wainani I 1454A Tmp,8,9,Wainani
Hamilton P2 015 DH,0,0,Hamilton Library
Hamilton P2 015-Acquisitions Dept,1,3,Hamilton Library
Wainani F 1102LR Tmp,4,10,Wainani
Frear D 907C Tmp,1,2,Frear
Wainani H 362B Temp,2,2,Wainani
Frear D 507C Temp,4,6,Frear
Frear D 207C Temp,2,5,Frear
Frear D 707C Temp,2,2,Frear
Noelani E Store,7,12,Noelani
Lokelani 1058 Temp,4,4,Lokelani
Lehua 1012 Temp,2,3,Lehua
HA Cafe Display Test,2,2,Hale Aloha Cafe
Hale Aloha-Cafeteria Storage,2,3,Hale Aloha Cafe
Frear D 1007C Temp,2,3,Frear
Lehua 408 Temp,4,6,Lehua
Frear D 1201C,0,0,Frear
Frear D 601C,5,6,Frear
Frear D 807C Temp,2,3,Frear
Frear D 801C,3,4,Frear
Frear Closet install 1 TEMP (NO SIMP),0,0,Frear
Sinclair ACM 193,0,0,Sinclair Library
Laulima 311T,4,4,Hale Laulima
Frear D 607C Temp,5,11,Mokihana
Sinclair ACM 191A,1,1,Sinclair Library
Sinclair ACM 193A,1,1,Sinclair Library
Sinclair ACM 192,5,6,Sinclair Library
Sinclair ACM B03 Makai,0,0,Sinclair Library
Sinclair ACM 194,2,5,Sinclair Library
Sinclair ACM B08D,0,0,Sinclair Library
Sinclair ACM B08 DH,0,0,Sinclair Library
Kennedy ECB Outdoor,4,38,Kennedy
Crawford ECB Outdoor,2,23,Architecture-Hawaii Hall Outdoor Lawn
Architecture_outdoor,2,11,Architecture-Hawaii Hall Outdoor Lawn
Sodexo Gateway Office AP,1,4,Gateway
Spalding 256,2,2,Spalding Hall
Moore 328,0,3,Moore Hall
Moore 316,0,0,Moore Hall
Moore 323 Hallway,0,0,Moore Hall
Moore 460 Hallway,0,0,Moore Hall
Moore 370 Hallway,1,3,Moore Hall
Moore 453 Hallway,1,2,Moore Hall
Moore 483 Hallway,0,0,Moore Hall
Moore 308,0,0,Moore Hall
Moore 323,0,1,Moore Hall
Moore 251,2,5,Moore Hall
Moore 386 Hallway,0,0,Moore Hall
Moore 426,0,0,Moore Hall
Moore 310 Hallway,2,2,Moore Hall
Moore 352 Hallway,0,1,Moore Hall
Moore 393 Hallway,1,2,Moore Hall
Moore 383 Hallway,1,1,Moore Hall
Moore 402 Hallway,1,1,Moore Hall
Moore 257,0,3,Moore Hall
Moore 255 Hallway,2,2,Moore Hall
Moore 457 Hallway,1,2,Moore Hall
Moore 585 Hallway,2,5,Moore Hall
Moore 464 Hallway,0,0,Moore Hall
Moore 432 Hallway,3,4,Moore Hall
Moore 365 Hallway,0,0,Moore Hall
Moore 570 Hallway,1,7,Moore Hall
Moore 428,0,0,Moore Hall
Moore 455 Hallway,1,3,Moore Hall
Moore 416,1,1,Moore Hall
Moore 319,0,1,Moore Hall
Moore 107,0,3,Moore Hall
Moore 560 Hallway,1,1,Moore Hall
Moore 155B,2,3,Moore Hall
Moore 470,2,2,Moore Hall
Moore 325,0,0,Moore Hall
Moore 372 Hallway,1,1,Moore Hall
Moore 225,1,6,Moore Hall
Moore 153B,2,11,Moore Hall
Moore 152,1,9,Moore Hall
Moore 153A,3,10,Moore Hall
Moore 262,1,2,Moore Hall
Moore 103,1,2,Moore Hall
Moore 331 Hallway,0,0,Moore Hall
Moore 553 Hallway,1,2,Moore Hall
Moore 104 Hallway,1,1,Moore Hall
Moore 321 Hallway,0,2,Moore Hall
Moore 109,0,2,Moore Hall
Moore 162,0,1,Moore Hall
Moore 370,0,1,Moore Hall
Moore 575 Hallway,0,0,Moore Hall
Moore 256 DH,4,8,Moore Hall
Moore 156,3,9,Moore Hall
Moore 360 Hallway,2,2,Moore Hall
Moore 302 Hallway,0,0,Moore Hall
Moore 573 Hallway,1,2,Moore Hall
Moore 115,0,0,Moore Hall
Moore 423 Makai,0,1,Moore Hall
Moore 326,0,0,Moore Hall
Moore 423 Mauka,3,3,Moore Hall
Moore 112,3,7,Moore Hall
Moore 256 Ewa,3,9,Moore Hall
Moore 253,1,5,Moore Hall
Moore 2ndFlIDF Makai,0,1,Moore Hall
Moore 572,3,5,Moore Hall
Moore 218 Hallway,0,0,Moore Hall
Moore 161,4,5,Moore Hall
Moore 258,0,2,Moore Hall
Moore 570,3,3,Moore Hall
Moore 481 Hallway,1,1,Moore Hall
Moore 496 Hallway,0,0,Moore Hall
Moore 414 Hallway,0,1,Moore Hall
Moore 226,1,4,Moore Hall
Moore 207,1,1,Moore Hall
Moore 208A Hallway,1,3,Moore Hall
Moore 254,1,1,Moore Hall
Moore 394,3,3,Moore Hall
Moore 206,0,3,Moore Hall
Moore 228 Mauka,2,7,Moore Hall
Hamilton P3 456,0,0,Hamilton Library
Hamilton P1 003 - INS Commons Area,0,0,Hamilton Library
Hamilton P3 356 Makai,1,3,Hamilton Library
Hamilton P3 550,0,0,Hamilton Library
Hamilton P2 235 Hallway,1,1,Hamilton Library
Hamilton P2 112B,1,10,Hamilton Library
Hamilton P2 109A,3,7,Hamilton Library
Hamilton P3 A260 Mauka,0,0,Hamilton Library
Hamilton P2 504,1,1,Hamilton Library
Hamilton P3 553,0,0,Hamilton Library
Hamilton P3 356 Mauka,0,0,Hamilton Library
Hamilton P3 552 DH,1,2,Hamilton Library
Hamilton P3 354A DH,1,1,Hamilton Library
Hamilton P2 526,0,1,Hamilton Library
Hamilton P3 150A,1,1,Hamilton Library
Hamilton P3 A153,1,4,Hamilton Library
Hamilton P2 114A/113,3,10,Hamilton Library
Hamilton P3 Bridge,1,3,Hamilton Library
Hamilton P3 A260 Makai,0,0,Hamilton Library
Hamilton P3 456 Mauka,0,0,Hamilton Library
Hamilton P2 008I Hallway,0,0,Hamilton Library
Hamilton P2 401,1,1,Hamilton Library
Hamilton P3 456 Makai,1,3,Hamilton Library
Hamilton P3 454A DH,0,0,Hamilton Library
Hamilton P3 A261 Study Area,0,1,Hamilton Library
Hamilton P3 151E,0,0,Hamilton Library
Hamilton P3 150A Study Area,0,1,Hamilton Library
Hamilton P3 553C,0,4,Hamilton Library
Hamilton P3 356,1,1,Hamilton Library
Hamilton P3 258,1,4,Hamilton Library
Hamilton P2 501,1,1,Hamilton Library
Hamilton P2 120,1,3,Hamilton Library
Hamilton P2 200 Elevator7 Column,1,5,Hamilton Library
Hamilton P2 110A,3,8,Hamilton Library
Hamilton 412 Hallway,0,0,Hamilton Library
Hamilton P1 100 CLIC,1,5,Hamilton Library
Hamilton 4th Fl Asia 39,0,0,Hamilton Library
Hamilton P2 113,1,7,Hamilton Library
Hamilton P2 422/423 Hallway,0,0,Hamilton Library
Hamilton P1 301-Conference Rm,0,0,Hamilton Library
Hamilton P1 101 Ewa,2,7,Hamilton Library
Hamilton P2 014 DH,1,1,Hamilton Library
Hamilton P2 320,1,1,Hamilton Library
Hamilton P2 511,0,0,Hamilton Library
Hamilton P3 BET,2,3,Hamilton Library
Hamilton P1 002-Administration,0,2,Hamilton Library
Hamilton P1 200,0,0,Hamilton Library
Hamilton P3 552 Ewa,1,2,Hamilton Library
Hamilton P2 400,0,0,Hamilton Library
Hamilton P3 156,1,1,Hamilton Library
Hamilton P1 003 Mauka,0,0,Hamilton Library
Hamilton P2 016,2,3,Hamilton Library
Hamilton P1 003F,1,1,Hamilton Library
Hamilton 4th Fl Asia 12,0,0,Hamilton Library
Hamilton P2 306 Ewa,1,2,Hamilton Library
Hamilton P2 006B,1,3,Hamilton Library
Hamilton P1 002k (old),0,0,Hamilton Library
Hamilton P3 052,3,5,Hamilton Library
Hamilton 4th Fl Asia 27,0,0,Hamilton Library
Hamilton P1 006A Ewa,0,0,Hamilton Library
Hamilton P2 405-Asia-Collections-Staff,0,0,Hamilton Library
Hamilton P1 201 Hallway,2,2,Hamilton Library
Hamilton P1 102,0,1,Hamilton Library
Hamilton 4th Fl Asia 32,0,0,Hamilton Library
Hamilton PI 006C,0,0,Hamilton Library
Hamilton P2 108,3,9,Hamilton Library
Hamilton P2 1stFl Elevator,6,21,Hamilton Library
Hamilton P1 006D Ewa,1,1,Hamilton Library
Hamilton P1 006A,0,0,Hamilton Library
Hamilton P1 006D DH,0,0,Hamilton Library
Hamilton P1 211 Hallway,1,3,Hamilton Library
Hamilton P2 029,1,6,Hamilton Library
Hamilton P1 208,0,0,Hamilton Library
Hamilton P1 006 DH,1,1,Hamilton Library
Hamilton P1 202,0,0,Hamilton Library
Hamilton P1 101 DH,3,9,Hamilton Library
Hamilton P1 100-Study Area,2,12,Hamilton Library
Hamilton 4th Fl Asia 22,0,0,Hamilton Library
